shipid,cargid ,convid,convType,EntryMonth,EntryDay,fromport,NotePort,fromportJP,province,cargtype,cargqual,cargqualJP,cargquant,UoM,NoteCarg,Taxid,taxAmountKanmon,taxPayMonth,taxPayDay,NoteSekiryo,LaissezPasser1,Volume concerné1,LaissezPasser2,Volume concerné2,LaissezPasser3,Volume concerné3,LaissezPasser4,Volume concerné4,LaissezPasser5,Volume concerné5,Libellé,Note laissez-passer,capid,capname,capnameJP,NoteCap,agentid,agentname,agentnameJP,agentNote,Latitude,Longitude,note
1639,2161,Q,A,11,27,Bessho,,別所,Harima,rice,riz,米・コメ,47,koku,,1381,0.223 ,12,1,合五艘札料足出畢,Shōkokuji,300,null,null,null,null,null,null,null,null,普広院殿過書之内,Fukō.in,22,Emontaro,衛門太郎,,0,Aucun,null,,34.804306,134.753472,
1640,2162,Q,A,11,27,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,32.5,koku,,1381,0.223 ,12,1,合五艘札料足出畢,Shōkokuji,300,null,null,null,null,null,null,null,null,普広院殿過書之内,Fukō.in,95,Jirozaburo1,二郎三郎,,0,Aucun,null,,34.713861,135.418167,
1641,2163,Q,A,11,27,Matsubara,,松原,Harima,rice,riz,米・コメ,27.5,koku,,1381,0.223 ,12,1,合五艘札料足出畢,Shōkokuji,300,null,null,null,null,null,null,null,null,普広院殿過書之内,Fukō.in,93,Jirotaro1,二郎太郎,,0,Aucun,null,,34.76125,134.802306,
1642,2164,Q,A,11,27,Kajishima,,梶嶋（椎嶋）,Incertain,rice,riz,米・コメ,65,koku,,1381,0.223 ,12,1,合五艘札料足出畢,Shōkokuji,300,null,null,null,null,null,null,null,null,普広院殿過書之内,Fukō.in,212,Saemontaro,左衛門太郎,,0,Aucun,null,,0,0,
1643,2165,,,11,27,Mushiake,,虫明・虫上,Bizen,fishery,holothuries,ナマコ・生海子,350,go,,1382,0.135 ,12,9,,null,null,null,null,null,null,null,null,null,null,null,,314,Ukonzaburo,右近三郎,,TOI25,Jirozaburo1,二郎三郎,,34.684528,134.209056,
1644,2166,,,11,27,Aboshi,,網干・アホシ,Harima,fishery,holothuries,ナマコ・生海子,200,go,,1383,0.100 ,12,12,,null,null,null,null,null,null,null,null,null,null,null,,265,Sukedayu,助大夫,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
1645,2167,,,11,27,Tosadomari,,土佐泊,Awa,rice,riz,米・コメ,8,koku,サヌキ斗,1384,0.150 ,11,27,,null,null,null,null,null,null,null,null,null,null,null,,234,Shichirozaemon,七郎左衛門,,TOI30,Kiya,木屋・木や,,34.190806,134.620861,
1646,2168,,,11,27,Tosadomari,,土佐泊,Awa,rice,riz,米・コメ,4,koku,,1385,0.100 ,11,27,,null,null,null,null,null,null,null,null,null,null,null,,234,Shichirozaemon,七郎左衛門,,0,Aucun,null,,34.190806,134.620861,
1647,2169,,,11,28,Ushimado,あい,牛窓,Bizen,salt,Bingo,備後,100,koku,,1386,3.500 ,12,8,,null,null,null,null,null,null,null,null,null,null,null,,32,Goroemon,五郎衛門,,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
1647,2170,,,11,28,Ushimado,あい,牛窓,Bizen,beans,fèves,マメ,50,koku,サヌキ斗,1386,3.500 ,12,8,,null,null,null,null,null,null,null,null,null,null,null,,32,Goroemon,五郎衛門,,12,Emonkuro,衛門九郎,,34.61775,134.15775,
1647,2171,,,11,28,Ushimado,あい,牛窓,Bizen,rice,riz,米・コメ,200,koku,サヌキ斗,1386,3.500 ,12,8,,null,null,null,null,null,null,null,null,null,null,null,,32,Goroemon,五郎衛門,,12,Emonkuro,衛門九郎,,34.61775,134.15775,
1648,2172,,,11,28,Kamakari,,蒲苅,Aki,textile,textile,布,28,taba,,1387,6.200 ,12,9,560 mon le 12.24 布公事除定,null,null,null,null,null,null,null,null,null,null,null,,326,Yashiro,弥四郎,,TOI8,Doyu,道祐,,34.1875,132.69025,
1648,2173,,,11,28,Kamakari,,蒲苅,Aki,rice,riz,米・コメ,550,koku,サヌキ斗,1387,6.200 ,12,9,此内米百石ハ大内過書内,Ōuchi,100,null,null,null,null,null,null,null,null,大内過書,,326,Yashiro,弥四郎,,8,Doyu,道祐,,34.1875,132.69025,
1648,2174,,,11,28,Kamakari,,蒲苅,Aki,beans,fèves,マメ,100,koku,,1387,6.200 ,12,9,,null,null,null,null,null,null,null,null,null,null,null,,326,Yashiro,弥四郎,,8,Doyu,道祐,,34.1875,132.69025,
1649,2175,,,11,28,Onomichi,,尾道,Bingo,rice,riz,米・コメ,50,koku,,1388,2.600 ,12,15,,null,null,null,null,null,null,null,null,null,null,null,,300,Togo,藤五,,TOI35,Magotaro,孫太郎,,34.4105,133.20275,
1649,2176,,,11,28,Onomichi,,尾道,Bingo,beans,fèves,マメ,80,koku,サウ,1388,2.600 ,12,15,,null,null,null,null,null,null,null,null,null,null,null,,300,Togo,藤五,,35,Magotaro,孫太郎,,34.4105,133.20275,
1649,2177,,,11,28,Onomichi,,尾道,Bingo,salt,Bingo,備後,150,koku,,1388,2.600 ,12,15,,null,null,null,null,null,null,null,null,null,null,null,,300,Togo,藤五,,35,Magotaro,孫太郎,,34.4105,133.20275,
1650,2178,,,11,30,Hyōgo,,兵庫（地下）,Settsu,rice,riz,米・コメ,100,koku,,100 000,0.000 ,0,0,,Rokujō Wakamiya Hachimangū ,null,null,null,null,null,null,null,null,null,六条八幡宮領　山田年貢,Redevances annuelles domaine Yamata (Settsu),18,Emonkuro,衛門九郎,,0,Aucun,null,,34.669639,135.174528,
1651,2179,,,11,30,Hyōgo,,兵庫（地下）,Settsu,rice,riz,米・コメ,50,koku,,100 000,0.000 ,0,0,,Rokujō Wakamiya Hachimangū ,null,null,null,null,null,null,null,null,null,六条八幡宮領　山田年貢,Redevances annuelles domaine Yamata (Settsu),101,Josen1,浄仙,,0,Aucun,null,,34.669639,135.174528,
1652,2180,,,11,30,Kuise,,杭瀬,Settsu,unknown,?,?,30,?,,100 000,0.000 ,0,0,,Rokujō Wakamiya Hachimangū ,null,null,null,null,null,null,null,null,null,六条八幡宮領　山田年貢,Redevances annuelles domaine Yamata (Settsu),15,Emonjiro,衛門二郎,,0,Aucun,null,,34.717917,135.438028,
1653,2181,,,12,1,Sanbonmatsu,,三本松,Sanuki,fishery,anchois,小鰯・小イハシ,40,da,,1389,0.500 ,14,25,,null,null,null,null,null,null,null,null,null,null,null,,151,Magoroku,孫六,,TOI14,Emontaro,衛門太郎,,34.253222,134.338778,
1654,2182,,,12,1,Bekku,,別宮,Awa,oilseeds,perilla,山崎胡麻,41.5,koku,,1390,0.045 ,13,10,,null,null,null,null,null,null,null,null,null,null,null,,321,Wakadayu,若大夫,若左衛門 →correction,TOI40,Saburotaro,三郎太郎,,34.095028,134.577194,
1655,2183,,,12,1,Inunoshima,,犬嶋,Bizen,salt,Bingo,備後,220,koku,,1391,1.145 ,12,9,,null,null,null,null,null,null,null,null,null,null,null,,138,Kurogoro,九郎五郎,,TOI12,Emonkuro,衛門九郎,,34.564583,134.103861,
1656,2184,,,12,1,Onomichi,,尾道,Bingo,rice,riz,米・コメ,,koku,,100 000,0.000 ,0,0,,Shōkokuji,null,null,null,null,null,null,null,null,null,"過書物
相国寺",,335,Yuso,祐宗,,TOI35,Magotaro,孫太郎,,34.4105,133.20275,
1656,2185,,,12,1,Onomichi,,尾道,Bingo,beans,fèves,マメ,600,koku,,100 000,0.000 ,0,0,,Shōkokuji,null,null,null,null,null,null,null,null,null,"過書物
相国寺",,335,Yuso,祐宗,,35,Magotaro,孫太郎,,34.4105,133.20275,
1657,2186,,,12,1,Onomichi,,尾道,Bingo,oilseeds,goma (sésame?),コマ・胡麻,5,koku,,1392,0.645 ,12,15,,null,null,null,null,null,null,null,null,null,null,null,,335,Yuso,祐宗,,35,Magotaro,孫太郎,,34.4105,133.20275,
1657,2187,,,12,1,Onomichi,,尾道,Bingo,rice,riz,米・コメ,30,koku,ハんさう,1392,0.645 ,12,15,,null,null,null,null,null,null,null,null,null,null,null,,335,Yuso,祐宗,,35,Magotaro,孫太郎,,34.4105,133.20275,
1657,2188,,,12,1,Onomichi,,尾道,Bingo,beans,fèves,マメ,20,koku,ハんさう,1392,0.645 ,12,15,,null,null,null,null,null,null,null,null,null,null,null,,335,Yuso,祐宗,,35,Magotaro,孫太郎,,34.4105,133.20275,
1657,2189,,,12,1,Onomichi,,尾道,Bingo,salt,Bingo,備後,20,koku,,1392,0.645 ,12,15,,null,null,null,null,null,null,null,null,null,null,null,,335,Yuso,祐宗,,35,Magotaro,孫太郎,,34.4105,133.20275,
1658,2190,,,12,1,Yura,,由良,Awaji,salt,Awa,阿波塩・アわ塩・アワシホ,100,koku,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,319,Umataro,馬太郎,,0,Aucun,null,,34.29225,134.944639,
1659,2191,,,12,1,Hyōgo,,兵庫（地下）,Settsu,rice,riz,米・コメ,55,koku,,1393,0.900 ,12,28,此内米五斗上代□□相当□□百文納,null,null,null,null,null,null,null,null,null,null,null,,311,Uemongoro,右衛門五郎,あわや,0,Aucun,null,,34.669639,135.174528,
1660,2192,,,12,2,Hyōgo,,兵庫（地下）,Settsu,beans,fèves,マメ,15,koku,さぬき斗,1394,0.520 ,12,24,,null,null,null,null,null,null,null,null,null,null,null,,292,Tayujiro1,大夫二郎,,0,Aucun,null,,34.669639,135.174528,
1660,2193,,,12,2,Hyōgo,,兵庫（地下）,Settsu,tinctorial plants and wood/dyeing materials,indigo d’Extrême-Orient,藍・アヰ,35,koku,,1394,0.520 ,12,24,,null,null,null,null,null,null,null,null,null,null,null,,292,Tayujiro1,大夫二郎,,0,Aucun,null,,34.669639,135.174528,
1661,2194,,,12,2,Hyōgo,,兵庫（地下）,Settsu,beans,soja,大豆,6,koku,五斗俵,1395,0.120 ,12,24,,null,null,null,null,null,null,null,null,null,null,null,,292,Tayujiro1,大夫二郎,,0,Aucun,null,,34.669639,135.174528,
1662,2195,,,12,2,Hyōgo,,兵庫（地下）,Settsu,rice,riz,米・コメ,30,koku,ハんさう,1396,0.350 ,12,2,,null,null,null,null,null,null,null,null,null,null,null,,8,Dokan,道観,三郎→correction,0,Aucun,null,,34.669639,135.174528,
1663,2196,,,12,2,Hyōgo,,兵庫（地下）,Settsu,beans,fèves,マメ,3,koku,,1397,0.100 ,12,9,,null,null,null,null,null,null,null,null,null,null,null,,215,Sakaizaburo,堺三郎,,0,Aucun,null,,34.669639,135.174528,
1663,2197,,,12,2,Hyōgo,,兵庫（地下）,Settsu,salt,Aga,あか・アカ・阿賀,1,koku,,1397,0.100 ,12,9,,null,null,null,null,null,null,null,null,null,null,null,,215,Sakaizaburo,堺三郎,,0,Aucun,null,,34.669639,135.174528,
1664,2198,,,12,2,Amagasaki,,尼崎,Settsu,rice,riz rouge,赤米,10,koku,ハんさう,1398,0.380 ,12,2,,null,null,null,null,null,null,null,null,null,null,null,,104,Juro,十郎,大物,0,Aucun,null,,34.713861,135.418167,
1664,2199,,,12,2,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,25,koku,,1398,0.380 ,12,2,,null,null,null,null,null,null,null,null,null,null,null,,104,Juro,十郎,大物,0,Aucun,null,,34.713861,135.418167,
1665,2200,,,12,2,Amagasaki,,尼崎,Settsu,rice,riz rouge,赤米,15,koku,ハんさう,1399,0.320 ,12,2,,null,null,null,null,null,null,null,null,null,null,null,,104,Juro,十郎,大物,0,Aucun,null,,34.713861,135.418167,
1665,2201,,,12,2,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,15,koku,,1399,0.320 ,12,2,,null,null,null,null,null,null,null,null,null,null,null,,104,Juro,十郎,大物,0,Aucun,null,,34.713861,135.418167,
1666,2202,,,12,2,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,25,koku,ハんさう,1400,0.420 ,12,2,,null,null,null,null,null,null,null,null,null,null,null,,104,Juro,十郎,大物,0,Aucun,null,,34.713861,135.418167,
1666,2203,,,12,2,Amagasaki,,尼崎,Settsu,rice,riz rouge,赤米,15,koku,ハんさう,1400,0.420 ,12,2,,null,null,null,null,null,null,null,null,null,null,null,,104,Juro,十郎,大物,0,Aucun,null,,34.713861,135.418167,
1667,2204,,,12,2,Kuise,,杭瀬,Settsu,rice,riz rouge,赤米,15,koku,ハんさう,1401,0.410 ,12,8,,null,null,null,null,null,null,null,null,null,null,null,,193,Saburo,三郎,,0,Aucun,null,,34.717917,135.438028,
1667,2205,,,12,2,Kuise,,杭瀬,Settsu,rice,riz,米・コメ,25,koku,,1401,0.410 ,12,8,,null,null,null,null,null,null,null,null,null,null,null,,193,Saburo,三郎,,0,Aucun,null,,34.717917,135.438028,
1668,2206,,,12,2,Kuise,,杭瀬,Settsu,rice,riz rouge,赤米,10,koku,ハんさう,1402,0.370 ,12,8,,null,null,null,null,null,null,null,null,null,null,null,,193,Saburo,三郎,,0,Aucun,null,,34.717917,135.438028,
1668,2207,,,12,2,Kuise,,杭瀬,Settsu,rice,riz,米・コメ,25,koku,,1402,0.370 ,12,8,,null,null,null,null,null,null,null,null,null,null,null,,193,Saburo,三郎,,0,Aucun,null,,34.717917,135.438028,
1669,2208,,,12,2,Muro,,室,Harima,fishery,holothuries,ナマコ・生海子,350,go,,1403,0.135 ,12,11,,null,null,null,null,null,null,null,null,null,null,null,,71,Hyoetaro,兵衛太郎,岡,TOI2,Bungoya,豊後屋・豊後や・ふんこや,,34.767611,134.505944,
1670,2209,,,12,2,Muro,,室,Harima,fishery,anchois,小鰯・小イハシ,28,da,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,75,Inuboshi,犬法師,橋,TOI2,Bungoya,豊後屋・豊後や・ふんこや,,34.767611,134.505944,
1671,2210,,,12,2,Shikamazu,,飾万津,Harima,rice,riz,米・コメ,55,koku,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,160,Mataroku,又六,,0,Aucun,null,,34.798917,134.674556,
1672,2211,,,12,2,Hibi,,日比,Bizen,rice,riz,米・コメ,5,koku,,1404,0.470 ,12,15,,null,null,null,null,null,null,null,null,null,null,null,,211,Saemonshiro,左衛門四郎,,TOI8,Doyu,道祐,,34.459278,133.925417,
1672,2212,,,12,2,Hibi,,日比,Bizen,beans,soja,大豆,10,koku,,1404,0.470 ,12,15,,null,null,null,null,null,null,null,null,null,null,null,,211,Saemonshiro,左衛門四郎,,TOI8,Doyu,道祐,,34.459278,133.925417,
1672,2213,,,12,2,Hibi,,日比,Bizen,salt,Kojima,小嶋・小シマ,65,koku,,1404,0.470 ,12,15,,null,null,null,null,null,null,null,null,null,null,null,,211,Saemonshiro,左衛門四郎,,TOI8,Doyu,道祐,,34.459278,133.925417,
1673,2214,,,12,2,Tsurajima,,連嶋,Bitchū,beans,fèves,マメ,40,koku,五斗俵,1405,0.620 ,12,10,,null,null,null,null,null,null,null,null,null,null,null,,65,Hyoejiro1,兵衛二郎,,TOI8,Doyu,道祐,,34.547,133.732694,
1673,2215,,,12,2,Tsurajima,,連嶋,Bitchū,salt,Kojima,小嶋・小シマ,40,koku,,1405,0.620 ,12,10,,null,null,null,null,null,null,null,null,null,null,null,,65,Hyoejiro1,兵衛二郎,,TOI8,Doyu,道祐,,34.547,133.732694,
1674,2216,,,12,2,Tsurajima,,連嶋,Bitchū,beans,fèves,マメ,50,koku,五斗俵,1406,0.820 ,12,10,,null,null,null,null,null,null,null,null,null,null,null,,333,Yukaku,祐覚,,TOI8,Doyu,道祐,,34.547,133.732694,
1674,2217,,,12,2,Tsurajima,,連嶋,Bitchū,salt,Kojima,小嶋・小シマ,60,koku,,1406,0.820 ,12,10,,null,null,null,null,null,null,null,null,null,null,null,,333,Yukaku,祐覚,,TOI8,Doyu,道祐,,34.547,133.732694,
1675,2218,,,12,2,Tsurajima,,連嶋,Bitchū,beans,fèves,マメ,15,koku,五斗俵,1407,0.370 ,12,2,,null,null,null,null,null,null,null,null,null,null,null,,333,Yukaku,祐覚,,TOI8,Doyu,道祐,,34.547,133.732694,
1675,2219,,,12,2,Tsurajima,,連嶋,Bitchū,oilseeds,goma (sésame?),コマ・胡麻,5,koku,,1407,0.370 ,12,2,,null,null,null,null,null,null,null,null,null,null,null,,333,Yukaku,祐覚,,TOI8,Doyu,道祐,,34.547,133.732694,
1675,2220,,,12,2,Tsurajima,,連嶋,Bitchū,salt,Kojima,小嶋・小シマ,20,koku,,1407,0.370 ,12,2,,null,null,null,null,null,null,null,null,null,null,null,,333,Yukaku,祐覚,,TOI8,Doyu,道祐,,34.547,133.732694,
1676,2221,,,12,2,Tsurajima,,連嶋,Bitchū,oilseeds,goma (sésame?),コマ・胡麻,12,koku,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,95,Jirozaburo1,二郎三郎,,TOI8,Doyu,道祐,,34.547,133.732694,
1677,2222,,,12,2,Tsurajima,,連嶋,Bitchū,non specified taxes or dues in kind  ,non specified taxes or dues in kind  ,国料_年貢,,,,100 000,0.000 ,0,0,,Yodo 11 ships,null,null,null,null,null,null,null,null,null,淀十一艘,,105,Juroshiro,十郎四郎,,TOI8,Doyu,道祐,,34.547,133.732694,
1678,2223,,,12,2,Tsurajima,,連嶋,Bitchū,non specified taxes or dues in kind  ,non specified taxes or dues in kind  ,国料_年貢,,,,100 000,0.000 ,0,0,,Yodo 11 ships,null,null,null,null,null,null,null,null,null,淀十一艘,,134,Kozaburo,小三郎,,TOI8,Doyu,道祐,,34.547,133.732694,
1679,2224,,,12,2,Tomo,,鞆,Bingo,salt,Bingo,備後,10,koku,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,149,Magojiro,孫二郎,,TOI51,Tayuzaburo,大夫三郎,,34.385444,133.379861,
1679,2225,,,12,2,Tomo,,鞆,Bingo,salting,sardines « rouges » (salaisons),赤鰯,70,kokume,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,149,Magojiro,孫二郎,,TOI51,Tayuzaburo,大夫三郎,,34.385444,133.379861,
1680,2226,,,12,2,Tomo,,鞆,Bingo,beans,fèves,マメ,20,koku,,1408,1.900 ,14,9,,null,null,null,null,null,null,null,null,null,null,null,,281,Tarojiro1,太郎二郎,,TOI51,Tayuzaburo,大夫三郎,,34.385444,133.379861,
1680,2227,,,12,2,Tomo,,鞆,Bingo,salt,Bingo,備後,50,koku,,1408,1.900 ,14,9,,null,null,null,null,null,null,null,null,null,null,null,,281,Tarojiro1,太郎二郎,,TOI51,Tayuzaburo,大夫三郎,,34.385444,133.379861,
1680,2228,,,12,2,Tomo,,鞆,Bingo,salting,sardines « rouges » (salaisons),赤鰯,70,kokume,,1408,1.900 ,14,9,,null,null,null,null,null,null,null,null,null,null,null,,281,Tarojiro1,太郎二郎,,TOI51,Tayuzaburo,大夫三郎,,34.385444,133.379861,
1681,2229,,,12,2,Suma,,須磨,Settsu,fishery,anchois,小鰯・小イハシ,20,da,,1409,0.245 ,12,16,,null,null,null,null,null,null,null,null,null,null,null,,63,Hyoe,兵衛,,TOI20,Hotoku,法徳,,34.644556,135.116556,
1682,2230,,,12,3,Hyōgo,,兵庫（地下）,Settsu,rice,riz,米・コメ,26,koku,,1410,0.450 ,12,28,,null,null,null,null,null,null,null,null,null,null,null,,8,Dokan,道観,,0,Aucun,null,,34.669639,135.174528,
1683,2231,,,12,3,Utatsu,,宇田津・宇多津,Sanuki,salt,Katamoto,方本・潟元,60,koku,,1411,0.500 ,12,6,,null,null,null,null,null,null,null,null,null,null,null,,247,Shirojiro,四郎二郎,奥浜,TOI20,Hotoku,法徳,,34.308389,133.825722,
1683,2232,,,12,3,Utatsu,,宇田津・宇多津,Sanuki,beans,fèves,マメ,25,koku,サヌキ斗,,,,,,null,null,null,null,null,null,null,null,null,null,null,,247,Shirojiro,四郎二郎,奥浜,20,Hotoku,法徳,,34.308389,133.825722,
1684,2233,,,12,3,Niho,,丹穂,Aki,salt,Bingo,備後,50,koku,,1412,3.600 ,12,26,,null,null,null,null,null,null,null,null,null,null,null,,227,Seibei,勢兵衛,,TOI2,Bungoya,豊後屋・豊後や・ふんこや,,34.370139,132.495222,
1684,2234,,,12,3,Niho,,丹穂,Aki,salting,sardines « rouges » (salaisons),赤鰯,180,kokume,,1412,3.600 ,12,26,,null,null,null,null,null,null,null,null,null,null,null,,227,Seibei,勢兵衛,,TOI2,Bungoya,豊後屋・豊後や・ふんこや,,34.370139,132.495222,
1685,2235,,,12,3,Niho,,丹穂,Aki,salt,Bingo,備後,20,koku,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,146,Magoemon,孫衛門,,TOI2,Bungoya,豊後屋・豊後や・ふんこや,,34.370139,132.495222,
1685,2236,,,12,3,Niho,,丹穂,Aki,salting,sardines « rouges » (salaisons),赤鰯,70,kokume,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,146,Magoemon,孫衛門,,TOI2,Bungoya,豊後屋・豊後や・ふんこや,,34.370139,132.495222,
1686,2237,,,12,3,Bessho,,別所,Harima,rice,riz,米・コメ,35,koku,ハんさう,1413,0.400 ,12,3,,null,null,null,null,null,null,null,null,null,null,null,,244,Shiro,四郎,,0,Aucun,null,,34.804306,134.753472,
1687,2238,,,12,3,Muro,,室,Harima,fishery,holothuries,ナマコ・生海子,180,go,,200 000,,,,,null,null,null,null,null,null,null,null,null,null,null,,193,Saburo,三郎,橋,TOI2,Bungoya,豊後屋・豊後や・ふんこや,,34.767611,134.505944,
1688,2239,,,12,4,Matsue,,松江,Harima,beans,soja,大豆,32,koku,明石斗,1414,0.300 ,12,8,,null,null,null,null,null,null,null,null,null,null,null,,259,Sotaro,僧太郎,,TOI30,Kiya,木屋・木や,,34.653583,134.959111,
1689,2240,R,A,12,4,Aboshi,,網干・アホシ,Harima,rice,riz,米・コメ,20,koku,ハんさう,1415,0.690 ,12,11,,null,null,null,null,null,null,null,null,null,null,null,,14,Emongoro,衛門五郎,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
1689,2241,R,A,12,4,Aboshi,,網干・アホシ,Harima,salt,Aga,あか・アカ・阿賀,25,koku,,1415,0.690 ,12,11,,null,null,null,null,null,null,null,null,null,null,null,,14,Emongoro,衛門五郎,,40,Saburotaro,三郎太郎,,34.786222,134.587361,
1690,2242,R,A,12,4,Aboshi,,網干・アホシ,Harima,rice,riz,米・コメ,5,koku,ハんさう,1415,0.690 ,12,11,,null,null,null,null,null,null,null,null,null,null,null,,14,Emongoro,衛門五郎,,40,Saburotaro,三郎太郎,,34.786222,134.587361,
1690,2243,R,A,12,4,Aboshi,,網干・アホシ,Harima,salt,Aga,あか・アカ・阿賀,20,koku,,1415,0.690 ,12,11,,null,null,null,null,null,null,null,null,null,null,null,,14,Emongoro,衛門五郎,,40,Saburotaro,三郎太郎,,34.786222,134.587361,
1691,2244,R,A,12,4,Aboshi,,網干・アホシ,Harima,rice,riz,米・コメ,10,koku,ハんさう,1415,0.690 ,12,11,,null,null,null,null,null,null,null,null,null,null,null,,14,Emongoro,衛門五郎,,40,Saburotaro,三郎太郎,,34.786222,134.587361,
1691,2245,R,A,12,4,Aboshi,,網干・アホシ,Harima,salt,Aga,あか・アカ・阿賀,10,koku,,1415,0.690 ,12,11,,null,null,null,null,null,null,null,null,null,null,null,,14,Emongoro,衛門五郎,,40,Saburotaro,三郎太郎,,34.786222,134.587361,
1692,2246,,,12,4,Aboshi,,網干・アホシ,Harima,rice,riz,米・コメ,55,koku,五斗俵,1416,0.060 ,12,7,"米五斗上　内用
米上　残公事分",null,null,null,null,null,null,null,null,null,null,null,,206,Saemonjiro1,左衛門二郎,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
1693,2247,,,12,4,Aboshi,,網干・アホシ,Harima,rice,riz,米・コメ,25,koku,ハんさう,1417,0.280 ,12,7,,null,null,null,null,null,null,null,null,null,null,null,,206,Saemonjiro1,左衛門二郎,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
1694,2248,,,12,4,Aboshi,,網干・アホシ,Harima,salt,Aga,あか・アカ・阿賀,15,koku,,1418,0.650 ,12,11,,null,null,null,null,null,null,null,null,null,null,null,,35,Gorojirodayu,五郎二郎大夫,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
1694,2249,,,12,4,Aboshi,,網干・アホシ,Harima,rice,riz,米・コメ,55,koku,ハんさう,1418,0.650 ,12,11,,null,null,null,null,null,null,null,null,null,null,null,,35,Gorojirodayu,五郎二郎大夫,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
